StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q34,Q6,Q12,Q13,Q14,Q16,Q39_1,Q39_2,Q39_3,Q39_4,Q33,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_18_TEXT,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_9_TEXT,Q25,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_13_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_5_TEXT,Q27,Q28,Q28_5_TEXT,Q29,Q30,Q31,Q31_5_TEXT,Q44,Q25,Q26,Q38,Q33,Q35,Q34,Q34_5_TEXT,Q25 - Parent Topics,Q25 - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q25 - Topic Hierarchy Level 1
2023-04-17 01:34:43,2023-04-17 01:45:28,IP Address,100,644,True,2023-04-17 01:45:29,R_3HNwyO3TmSbQWQl,anonymous,UK,Yes,Yes,Yes,Yes,Yes,april 2022,"Sevilla ",Definitely yes,Bachelor or equivalent level,Fluent,Fluent,Intermediate,Intermediate,,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Never,Sometimes,Sometimes,Sometimes,Most of the time,,,Most of the time,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,,,"Telegram ",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,I did not trust it,Somehow trusted it,Fully trusted it,,,3,4,2,1,5,,Yes,Credible,,,Yes,Credible,,,Might or might not,,I found a part fo the necessary information for my migration journey,,,"Infographics,Text",,,Unknown,0,,0,0,,0.15384615384615385,"QID38,QID41,QID45,QID56",
2023-04-17 02:13:43,2023-04-17 02:28:07,IP Address,100,864,True,2023-04-17 02:28:08,R_PBNH1vFllYaRsIN,anonymous,UK,Yes,Yes,Yes,Yes,Yes,березень 2022,"Тона, Барселона",Probably yes,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,Sometimes,Never,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Never,Sometimes,Most of the time,Most of the time,Sometimes,Never,Never,Never,Most of the time,Sometimes,,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,,,"https://barcelona.mfa.gov.ua/ https://scienceforukraine.eu/listings ",Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,I did not trust it,Fully trusted it,Somehow trusted it,,,4,3,2,1,5,,Yes,"Credible,Accurate",,"Вся інформація була конкретна. Використавши її, я отримала результат.",Yes,"Reliable,Credible,Accurate",,,Might or might not,https://barcelona.mfa.gov.ua/,I found all information necessary for my migration journey,,,"Infographics,Videos",,,Unknown,0,,0,0,,0.07692307692307693,"QID45,QID56",
2023-04-16 10:40:43,2023-04-17 06:41:03,IP Address,100,72019,True,2023-04-17 06:41:05,R_3fVjHDpJn00TPWG,anonymous,UK,Yes,Yes,Yes,Yes,No,2002,"Mostoles ",Definitely yes,Master or equivalent level,Fluent,Fluent,Intermediate,Fluent,,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Never,Never,Most of the time,Most of the time,Sometimes,Never,Sometimes,Sometimes,Most of the time,,,Never,Most of the time,Never,Never,Never,Sometimes,Never,Never,,,"Segunda mano, idealista ",Fully trusted it,Fully trusted it,Fully trusted it,,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,,3,2,4,1,5,"Instagram ",Yes,Accurate,,"Información  fue  correcta y completa ",Yes,"Reliable,Credible,Accurate,Transparent",,"La intención  fue  correcta ",Might or might not,"Instagram ",I found a part fo the necessary information for my migration journey,"Que  la información  este en inglés,  como  mínimo ",,"Videos,Text",,,Unknown,0,,0,0,,0,,
2023-04-17 08:41:09,2023-04-17 08:48:56,IP Address,100,466,True,2023-04-17 08:48:57,R_3qeBUUCSDJkZM1Z,anonymous,UK,Yes,Yes,Yes,Yes,Yes,20.03.2023,"Констанца ",Probably not,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,Most of the time,Sometimes,Never,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Never,Never,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Never,Most of the time,Most of the time,Most of the time,,,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,,1,3,5,2,4,,Yes,"Credible,Transparent",,,Yes,"Reliable,Credible",,,Might or might not,,I found a part fo the necessary information for my migration journey,,,"Videos,Text",,,,0,,0,0,,0.19230769230769232,"QID34,QID41,QID45,QID56,QID38",
2023-04-17 08:41:48,2023-04-17 08:55:42,IP Address,100,833,True,2023-04-17 08:55:42,R_2XjQYgzkX4HXls3,anonymous,UK,Yes,Yes,Yes,Yes,Yes,02-27-2022,Brașhov,Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,I did not trust it,,1,2,3,4,5,telegram,Not Applicable: I did not have a look at the information provided by organizations,Other:,,,Sometimes,Reliable,,,Might or might not,,I found all information necessary for my migration journey,,,"Infographics,Videos,Text",,,,0,,0,0,,0.2962962962962963,"QID34,QID41,QID45,QID56,QID58,QID48,QID49,QID38",
2023-04-17 08:50:13,2023-04-17 08:59:15,IP Address,100,541,True,2023-04-17 08:59:17,R_D7ExkNDAJODF517,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Март 2022,Брашов,Probably yes,Bachelor or equivalent level,Fluent,Fluent,Basic,Basic,,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Never,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,,,Most of the time,Most of the time,Never,Sometimes,Most of the time,Most of the time,Never,Never,,,Телеграмм,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,I did not trust it,I did not trust it,I did not trust it,Fully trusted it,Fully trusted it,I did not trust it,Fully trusted it,Fully trusted it,,,4,2,1,3,5,,Not Applicable: I did not have a look at the information provided by organizations,Credible,,,Yes,,,,Might or might not,Інформації від своїх рідних,I found little information,,,Text,,,Unknown,0,,0,0,,0.11538461538461539,"QID41,QID45,QID56",
2023-04-17 08:25:43,2023-04-17 09:01:44,IP Address,100,2161,True,2023-04-17 09:01:45,R_uftNUTpX03lWaIh,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Жовтень 2022,eforie-nord,Probably not,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Never,Never,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,,Never,Never,Never,Never,Most of the time,Most of the time,Never,Sometimes,Never,,"Чаты в Viber, Telegram, Facebook “Украинцы в Констанце»",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,,,Fully trusted it,,,,,,,5,4,2,1,3,Viber,Yes,Reliable,,"По відгукам у соціальних мережах ",Yes,Reliable,,По відгукам у соціальних мережах,Might or might not,"Сайти органів влади, міграційної служби, соціальні мережі Facebook та чати у Telegram ",I found all information necessary for my migration journey,,,"SMS messages,Text",,,Unknown,0,,0,0,,0.07407407407407407,"QID45,QID58",
2023-04-17 09:25:53,2023-04-17 09:37:26,IP Address,100,693,True,2023-04-17 09:37:27,R_3OrHudL86jHOqRk,anonymous,UK,Yes,Yes,Yes,Yes,Yes,04.03.2022,Brasov,Probably not,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Never,Sometimes,Sometimes,Sometimes,Most of the time,Never,,Most of the time,Most of the time,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,,"Брашов для України, українці в Румунії, в телеграм та фейсбук",Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,,,4,2,3,1,5,,Yes,Credible,,,Yes,"Reliable,Credible",,,Might or might not,"Офіційним, або тим, зо вказувала раніше ",I found a part fo the necessary information for my migration journey,"При перетині кордону надавати пам’ятку ",,"SMS messages,Text",,,Unknown,0,,0,0,,0.1111111111111111,"QID41,QID56,QID58",
2023-04-17 09:35:32,2023-04-17 09:53:15,IP Address,100,1063,True,2023-04-17 09:53:16,R_1IiJtDaRnwkg16H,anonymous,EN,Yes,Yes,Yes,Yes,Yes,03-16-2023,"брашов ",Definitely not,Secondary education,Intermediate,Fluent,,,,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Most of the time,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,,,Most of the time,Most of the time,Most of the time,Never,Never,Most of the time,Most of the time,Most of the time,,,"WhatsApp группы помощи для украинцев ",Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,I did not trust it,I did not trust it,I did not trust it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,,3,2,1,4,5,Телеграмма,Yes,Credible,,"В положении нашей семьи не оставалось выхода не доверять людям, которые хотели помочь. По приезду всё оказалось так, как мы и рассчитывали и на что надеялись.",Yes,Credible,,"Красный крест оказывает нам гуманитарную помощь, я не могу сказать что не доверяю этой организации.",Definitely not,"Брашов для Украины ",I found all information necessary for my migration journey,Больше информации на границах.,,Text,,,Unknown,1,"QID38,QID41,QID45,QID56",0,0,,0,,
2023-04-17 09:45:49,2023-04-17 10:02:29,IP Address,100,999,True,2023-04-17 10:02:30,R_0SRUIjQ9asq6gKJ,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень2022р,краков,Definitely not,Bachelor or equivalent level,Fluent,Fluent,,Basic,,Most of the time,Most of the time,Never,Never,Never,Never,Most of the time,Sometimes,Never,Never,Most of the time,Never,Sometimes,Never,Sometimes,Sometimes,Never,,,Most of the time,Sometimes,Never,Most of the time,Most of the time,,Sometimes,Sometimes,,,"телеграм, фейсбук",Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,,,,4,3,2,1,5,,Sometimes,Credible,,,,,,на той час інформація була малодоступна,Definitely not,,I found a part fo the necessary information for my migration journey,,,Text,,,Unknown,0,,0,0,,0.11538461538461539,"QID38,QID41,QID45",
2023-04-17 10:25:12,2023-04-17 10:34:47,IP Address,100,575,True,2023-04-17 10:34:48,R_3KI6YoCXBSInZt4,anonymous,UK,Yes,Yes,Yes,Yes,Yes,7.12.2022,эфоріє,Probably not,Secondary education,Fluent,Fluent,Basic,,,Most of the time,Sometimes,Never,Sometimes,Most of the time,Never,Most of the time,Sometimes,Never,Sometimes,Most of the time,Never,Sometimes,Never,Most of the time,Never,Sometimes,,,Never,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Never,,,Телеграм канал Українці в Константі,Fully trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,Fully trusted it,I did not trust it,Somehow trusted it,I did not trust it,,,3,4,2,1,5,,Sometimes,Credible,,,,,,Мала інформацію з інших джерел,Definitely yes,Українським джерелам і групам з реальних персон,I found a part fo the necessary information for my migration journey,,,Text,,,Unknown,0,,0,0,,0.07692307692307693,"QID41,QID45",
2023-04-17 10:51:54,2023-04-17 11:04:03,IP Address,100,728,True,2023-04-17 11:04:04,R_V4pVfbNrDpezJZv,anonymous,UK,Yes,Yes,Yes,Yes,Yes,15.03.2022,"Румунія, Брашов",Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Sometimes,Never,Most of the time,Sometimes,Never,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Never,Never,Most of the time,Most of the time,Most of the time,Sometimes,,,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,,,"Брашов для України ",Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,I did not trust it,I did not trust it,I did not trust it,Fully trusted it,Fully trusted it,I did not trust it,Fully trusted it,Somehow trusted it,I did not trust it,,5,1,2,3,4,,Yes,Credible,,,Yes,"Credible,Accurate,Transparent",,,Might or might not,Брашов. Укр в Румуніі,I found little information,Центри повинні казати т,,Text,,,Unknown,0,,0,0,,0.1111111111111111,"QID41,QID56,QID58",
2023-04-17 11:08:07,2023-04-17 11:24:41,IP Address,100,994,True,2023-04-17 11:24:42,R_3GjMMmv2xNCutwg,anonymous,UK,Yes,Yes,Yes,Yes,Yes,12.03.22.,буштени,Probably not,Master or equivalent level,Intermediate,Fluent,,,,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,,Sometimes,Most of the time,,,,Sometimes,Sometimes,,,,Sometimes,,,,,Never,Never,Never,,,Дорога до Каттиа в Брашові. А звідти до Буштені.,,,,,,,,,,,Fully trusted it,,,Вже написала,2,4,1,3,5,Не мала змоги шукати. Діти допомогли,Yes,Credible,,,,,,"Ми їхали в Брашові в Каттиа, тому що діти нам написали, що там приймають біжинців та допомагають знайти житло для нас.",Might or might not," Брашові для українців ",I found a part fo the necessary information for my migration journey,Більше інформації подавати на офіційному сайті.,,Other:,"Офіційні сайти ООН та червоного хреста ",,Unknown,0,,0,0,,0.038461538461538464,QID41,
2023-04-17 11:22:17,2023-04-17 11:33:04,IP Address,100,647,True,2023-04-17 11:33:05,R_1ri8KwOTx9WnedM,anonymous,UK,Yes,Yes,Yes,Yes,Yes,15 березня 2022,брашов,Probably not,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Most of the time,Most of the time,Never,Most of the time,Sometimes,Sometimes,Most of the time,Never,,,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,,,Telegram канали,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,I did not trust it,Fully trusted it,I did not trust it,,,4,3,2,1,5,,Yes,"Reliable,Credible,Accurate,Transparent",,,Yes,"Reliable,Credible,Accurate,Transparent",,,Definitely yes,Брашов для України,I found all information necessary for my migration journey,,,Text,,,Unknown,0,,0,0,,0.14814814814814814,"QID41,QID45,QID56,QID58",
2023-04-17 12:14:51,2023-04-17 12:26:24,IP Address,100,693,True,2023-04-17 12:26:24,R_1DvcDZqrPrvnIxe,anonymous,UK,Yes,Yes,Yes,Yes,Yes,27.02.2022,"брашов ",Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Never,Most of the time,Never,Sometimes,Most of the time,Most of the time,Most of the time,Never,Most of the time,Most of the time,Sometimes,Sometimes,,,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,,,"Фейсбук, інформація з телеграм каналу ",Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Fully trusted it,Somehow trusted it,I did not trust it,Fully trusted it,Somehow trusted it,,,2,3,1,4,5,4,Sometimes,"Credible,Accurate",,,Yes,Other:,,,Might or might not,"Телеграм канал з обговорення різних питань ",I found a part fo the necessary information for my migration journey,"Більше доступної інформації в місцях зосередження мігрантів, центрах",,Text,,,Unknown,0,,0,0,,0.1111111111111111,"QID41,QID56,QID58",
2023-04-17 12:18:48,2023-04-17 12:28:58,IP Address,100,610,True,2023-04-17 12:28:59,R_2ziqh5UpgzV2iy3,anonymous,UK,Yes,Yes,Yes,Yes,Yes,15.03.2022,"Constanţa ",Probably yes,Bachelor or equivalent level,Fluent,Fluent,Fluent,Basic,,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Never,Most of the time,Most of the time,Never,Sometimes,Most of the time,Sometimes,Never,Sometimes,Most of the time,Most of the time,Sometimes,,,Never,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,,,"Telegram chats for refugees ",Fully trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,,5,3,1,2,4,Viber,Not Applicable: I did not have a look at the information provided by organizations,Credible,,,Yes,Reliable,,,Might or might not,Facebook/Ukraineni in Romania,I found a part fo the necessary information for my migration journey,,,Text,,,Unknown,0,,0,0,,0.11538461538461539,"QID41,QID45,QID56",
2023-04-17 12:30:55,2023-04-17 12:45:41,IP Address,100,885,True,2023-04-17 12:45:41,R_3LYe8bnAZz1f7Ks,anonymous,UK,Yes,Yes,Yes,Yes,Yes,31.03.2023,Brasov,Definitely yes,Bachelor or equivalent level,Fluent,Fluent,Basic,Basic,,Most of the time,Most of the time,Sometimes,Sometimes,Never,Most of the time,Sometimes,Sometimes,Never,Most of the time,Most of the time,Never,Never,Never,Sometimes,Never,Sometimes,,,Never,Most of the time,Never,Sometimes,Most of the time,Never,Never,Never,,,chats of ukrainians in Romania at Telegram,Somehow trusted it,,,Fully trusted it,Somehow trusted it,,I did not trust it,Fully trusted it,Fully trusted it,,Fully trusted it,Fully trusted it,,,3,4,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Other:,,,,,,,Might or might not,try to check info in diferent chanals,I found all information necessary for my migration journey,"Можливо, інформаційні майданчики з дублюванням в соціальні мережі були б корисні. Щоб у соціальних мережах можливо було отримати актуальні відповіді та консультації від працівників організацій. Та ще актуалізовані FAQ з широким охопленням важл.питань",,Text,,,Unknown,0,,0,0,,0.11538461538461539,"QID41,QID43,QID56",
